kingdom	phylum	cls	order	family	genus	species	common_name	filepath	class
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0070.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0075.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0196.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0202.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0071.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0177.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0086.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0069.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0194.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0062.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0061.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0076.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0090.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0183.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0201.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0074.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0197.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0181.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0058.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0087.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0068.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0187.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0077.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0193.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0200.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0185.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0085.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0174.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0059.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0060.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0208.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0175.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0083.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0065.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0182.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	nemorivagus		BritishCarabids/British Carabids/database/4474998/d190s0055.jpg	Anisodactylus nemorivagus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0084.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0127.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0018.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0152.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0107.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0165.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0016.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0118.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0058.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0027.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0110.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0002.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0075.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0057.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0073.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0089.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0176.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0175.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0187.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0193.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0086.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0194.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0055.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0007.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0143.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0045.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0037.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0136.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0161.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0115.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0132.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0061.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0036.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0029.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0079.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0154.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0123.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0106.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0008.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0119.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0164.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0167.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0048.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0063.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0145.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0100.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0059.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0185.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0153.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0135.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0092.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0015.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0111.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0148.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0168.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0192.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0122.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0098.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0191.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0067.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0012.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0125.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0104.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0076.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0040.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0174.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0102.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0042.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0120.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0160.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0140.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0198.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0166.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0108.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0129.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0200.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0090.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0182.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0064.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0201.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0056.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0035.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0023.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0196.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0078.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0052.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0022.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0017.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0010.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0024.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0144.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0028.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0044.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0046.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0190.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0199.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0156.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0149.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0066.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0051.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0030.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0137.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0181.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0047.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0026.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0184.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0011.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0020.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0050.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0177.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0112.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0034.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0116.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0097.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0207.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0126.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0091.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0188.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0072.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0170.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0077.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0151.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0009.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0141.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0169.jpg	Leistus fulvibarbis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Leistus	fulvibarbis		BritishCarabids/British Carabids/database/4473834/d030s0172.jpg	Leistus fulvibarbis
